LGID,SOURCE,LGNAME,LGTYPEID,LGSTATUSID,ABBREV_NAM,MAIL_ADDRE,ALT_ADDRES,MAIL_CITY,MAIL_STATE,MAIL_ZIP,URL,PREV_NAME
30010,JeffCo Dissolved Parcels 07-01-2015,Blue Mountain Water District,11,1,Blue Mountain Water District,25061 Westridge Road,c/o Brenda Waters,Golden,CO,80403,,
07023,Boulder County Tax Parcels 06-11-2015,Left Hand Water & Sanitation District,12,1,Left Hand Water & Sanitation District,3091 N Lakeridge Trail,,Boulder,CO,80302,,
07027,Boulder County Tax Parcels 06-11-2015,Louisville Fire Protection District,8,1,Louisville Fire Protection District,895 West Via Appia,,Louisville,CO,80027,www.louisvillefire.com,
66181,Weld Tax Districts 4-28-2015,Highway 119 Metropolitan District No. 2,6,1,Highway 119 Metropolitan District No. 2,"2154 E. Commons Avenue, Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
66182,Weld Tax Districts 4-28-2015,Highway 119 Metropolitan District No. 3,6,1,Highway 119 Metropolitan District No. 3,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
66183,Weld Tax Districts 4-28-2015,Highway 119 Metropolitan District No. 4,6,1,Highway 119 Metropolitan District No. 4,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
66184,Weld Tax Districts 4-28-2015,Highway 119 Metropolitan District No. 5,6,1,Highway 119 Metropolitan District No. 5,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
66185,Weld Tax Districts 4-28-2015,Highway 119 Metropolitan District No. 6,6,1,Highway 119 Metropolitan District No. 6,"2154 E. Commons Avenue, Suite 2000","c/o White Bear Ankele, P.C.",Centennial,CO,80122,,
66080,Weld Tax Districts 4-28-2015,Hinkle Farms Metropolitan District,6,1,Hinkle Farms Metropolitan District,515 Kimbark St Ste 200,,Longmont,CO,80501,,
65800,Weld Tax Districts 4-28-2015,Homestead Metropolitan District,6,1,Homestead Metropolitan District,4725 S Monaco St Ste 225,c/o Icenogle Seaver Pogue PC,Denver,CO,80237,,
62027,Weld Tax Districts 4-28-2015,Hudson Fire Protection District,8,1,Hudson Fire Protection District,PO Box 7,,Hudson,CO,80642,,
65238,Weld Tax Districts 4-28-2015,Hudson Hills Metropolitan District,6,1,Hudson Hills Metropolitan District,"1641 California Street, Suite 300",c/o Miller & Associates,Denver,CO,80202,,
65706,Weld Tax Districts 4-28-2015,Iron Mountain Metropolitan District No. 1,6,1,Iron Mountain Metropolitan District #1,8390 E Crescent Parkway Suite 500,c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
65707,Weld Tax Districts 4-28-2015,Iron Mountain Metropolitan District No. 2,6,1,Iron Mountain Metropolitan District #2,8390 E Crescent Parkway Suite 500,c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
66518,Weld Tax Districts 4-28-2015,Redtail Ranch Metropolitan District,6,1,Redtail Ranch Metropolitan District,"7400 East Orchard Road, Suite 3300","c/o Seter & Vander Wall, P.C.",Greenwood Village,CO,80111,,
65708,Weld Tax Districts 4-28-2015,Iron Mountain Metropolitan District No. 3,6,1,Iron Mountain Metropolitan District #3,"8390 E Crescent Parkway, Suite 500",c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
65496,Weld Tax Districts 4-28-2015,Liberty Ranch Metropolitan District,6,1,Liberty Ranch Metropolitan District,"141 Union Boulevard, Suite 150",c/o Special District Management,Lakewood,CO,80228-1898,,
64268,Hybrid Weld 4-28-15 CSCB 6-12-15,Longmont Conservation District,20,1,Longmont Conservation District,9595 Nelson Road,Box D,Longmont,CO,80501,,Longmont Soil Conservation District
64206,Hybrid Weld 4-28-15 Boulder 6-11-15,Longs Peak Water District,11,1,Longs Peak Water District,9875 Vermillion Road,,Longmont,CO,80504,www.lpwd.org,
07049,Boulder County Tax Parcels 06-11-2015,Lafayette Rural Fire Protection District,8,1,Lafayette Rural Fire Protection District,12177 Baseline Rd.,,Lafayette,CO,80026,,
62109,Weld Tax Districts 4-28-2015,Jacoby Farm Metropolitan District,6,1,Jacoby Farm Metropolitan District,333 W Drake Ste 142,"c/o Metro District Management, LLC",Fort Collins,CO,80526,,Windsor Northwest Metropolitan District No. 3
65953,Weld Tax Districts 4-28-2015,Johnstown Farms Metropolitan District,6,1,Johnstown Farms Metropolitan District,"7995 E Prentice Ave, Suite 103E",,Greenwood Village,CO,80111,,
30011,JeffCo Dissolved Parcels 07-01-2015,Bonvue Water & Sanitation District,12,1,Bonvue Water & Sanitation District,PO Box 150789,,Lakewood,CO,80215-0789,,
66219,JeffCo Dissolved Parcels 07-01-2015,Boyd Ponds Metropolitan District No. 2,6,1,Boyd Ponds Metropolitan District No. 2,"450 East 17th Avenue, Suite 400",c/o McGeady Becher P.C.,Denver,CO,80203-1214,,
66428,Weld Tax Districts 4-28-2015,Mead Village Metropolitan District,6,1,Mead Village Metropolitan District,"200 W. Hampton Avenue, Suite 201",c/o Vintage Homes and Lands LLC,Englewood,CO,80110,,
65594,Weld Tax Districts 4-28-2015,Mead Western Meadows Metropolitan District,6,1,Mead Western Meadows Metropolitan Dist.,7995 E Prentice Ave Ste 103E,"c/o Community Resource Services of Colorado, LLC",Greenwood Village,CO,80111,,
65999,Weld Tax Districts 4-28-2015,Mesa Ridge Metropolitan District,6,1,Mesa Ridge Metropolitan District,"8390 East Crescent Parkway, Suite 500","c/o Clifton Gunderson, LLP",Greenwood Village,CO,80111,,
66036,Weld Tax Districts 4-28-2015,Miller Ranch 1918 Metropolitan District No. 1,6,1,Miller Ranch 1918 Metropolitan Dist. #1,"1641 California Street, Suite 300","c/o Miller & Associates Law Offices, LLC",Denver,CO,80202,,Cottonwood Acres Metropolitan District
62041,Weld Tax Districts 4-28-2015,Milliken Fire Protection District,8,1,Milliken Fire Protection District,PO Box 130,,Milliken,CO,80543,,
66480,Weld Tax Districts 4-28-2015,Mountain Shadows Metropolitan District,6,1,Mountain Shadows Metropolitan District,"7995 E. Prentice Avenue, Suite 103E",,Greenwood Village,CO,80111,,
64087,Weld Tax Districts 4-28-2015,Mountain View Fire Protection District,8,1,Mountain View Fire Protection District,3561 N Stagecoach Rd #200,,Longmont,CO,80504,www.mvfpd.org/,Longmont Fire Protection District
65361,Weld Tax Districts 4-28-2015,Neighbors Point Metropolitan District,6,1,Neighbors Point Metropolitan District,"1641 California Street, Suite 300",c/o Miller & Associates,Denver,CO,80202,,
65266,JeffCo Dissolved Parcels 07-01-2015,Cimarron Metropolitan District,6,1,Cimarron Metropolitan District,400 E Simpson St. Suite 200,c/o CCMC,Lafayette,CO,80026,,Jefferson Center Metropolitan District No. 4
66040,Weld Tax Districts 4-28-2015,Miner's Village Metropolitan District No. 1,6,1,Miner's Village Metro. District #1,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
66041,Weld Tax Districts 4-28-2015,Miner's Village Metropolitan District No. 2,6,1,Miner's Village Metro. District #2,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
62108,Weld Tax Districts 4-28-2015,New Windsor Metropolitan District,6,1,New Windsor Metropolitan District,333 W Drake Ste 142,"c/o Metro District Management, LLC",Fort Collins,CO,80526,,Windsor Northwest Metropolitan District No. 2
64150,Hybrid Various Sources 2015,North Metro Fire Rescue District,8,1,North Metro Fire Rescue District,101 Lamar St,,Broomfield,CO,80020-2405,www.northmetrofire.org,West Adams County Fire Protection District
65828,Weld Tax Districts 4-28-2015,North Suburban Metropolitan District No. 1,6,1,North Suburban Metropolitan District #1,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
66042,Weld Tax Districts 4-28-2015,Miner's Village Metropolitan District No. 3,6,1,Miner's Village Metro. District #3,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
64269,Hybrid Weld 4-28-15 CSCB 6-12-15,Morgan Conservation District,20,1,Morgan Conservation District,200 West Railroad,,Fort Morgan,CO,80701,,Morgan Soil Conservation District
66093,Weld Tax Districts 4-28-2015,Morgan Hill Metropolitan District No. 1,6,1,Morgan Hill Metropolitan District No. 1,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
66094,Weld Tax Districts 4-28-2015,Morgan Hill Metropolitan District No. 2,6,1,Morgan Hill Metropolitan District No. 2,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
66095,Weld Tax Districts 4-28-2015,Morgan Hill Metropolitan District No. 3,6,1,Morgan Hill Metropolitan District No. 3,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
65829,Weld Tax Districts 4-28-2015,North Suburban Metropolitan District No. 2,6,1,North Suburban Metropolitan District #2,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele Tanka & Waldron, P.C.",Centennial,CO,80122,,
66479,Weld Tax Districts 4-28-2015,NP125 Metropolitan District,6,1,NP125 Metropolitan District,"1700 Lincoln Street, Suite 2000",c/o Spencer Fane LLP,Denver,CO,80203-4554,,
65835,Extracted from Broomfield Parcels 04-29-2015,Palisade Metropolitan District No. 1,6,1,Palisade Metropolitan District No. 1,"450 E. 17th Ave., Suite 400","c/o McGeady Sisneros, P.C.",Denver,CO,80203-1898,,
62044,Weld Tax Districts 4-28-2015,Nunn Fire Protection District,8,1,Nunn Fire Protection District,PO Box 250,,Nunn,CO,80648,,
62075,Weld Tax Districts 4-28-2015,Pawnee Fire Protection District,8,1,Pawnee Fire Protection District,P.O. Box 66,,Grover,CO,80729,,
65363,Weld Tax Districts 4-28-2015,Peaks Industrial Metropolitan District,6,1,Peaks Industrial Metropolitan District,1641 California St Ste 300,c/o Miller & Associates,Denver,CO,80202-3704,,Peaks Metropolitan District
65130,Weld Tax Districts 4-28-2015,Pinnacle Farms Metropolitan District,6,1,Pinnacle Farms Metropolitan District,7400 E Orchard Rd Ste 3300,Seter & Vander Wall PC,Greenwood Village,CO,80111,,
66486,Weld Tax Districts 4-28-2015,Range View Estates Metropolitan District,6,1,Range View Estates Metropolitan District,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122-1880,,
65647,Weld Tax Districts 4-28-2015,Pioneer Metropolitan District No. 1,6,1,Pioneer Metropolitan District No. 1,"450 East 17th Avenue, Suite 400","c/o McGeady Sisneros, P.C.",Denver,CO,80203-1214,,
65648,Weld Tax Districts 4-28-2015,Pioneer Metropolitan District No. 2,6,1,Pioneer Metropolitan District No. 2,"450 East 17th Avenue, Suite 400",c/o McGeady Becher P.C.,Denver,CO,80203-1214,,
65649,Weld Tax Districts 4-28-2015,Pioneer Metropolitan District No. 3,6,1,Pioneer Metropolitan District No. 3,"450 East 17th Avenue, Suite 400","c/o McGeady Becher, P.C.",Denver,CO,80203-1214,,
65650,Weld Tax Districts 4-28-2015,Pioneer Metropolitan District No. 4,6,1,Pioneer Metropolitan District No. 4,"450 E. 17th Ave, Suite 400",c/o McGeady Becher P.C.,Denver,CO,80203,,
65651,Weld Tax Districts 4-28-2015,Pioneer Metropolitan District No. 5,6,1,Pioneer Metropolitan District No. 5,"450 East 17th Avenue, Suite 400",c/o McGeady Becher P.C.,Denver,CO,80203-1214,,
65652,Weld Tax Districts 4-28-2015,Pioneer Metropolitan District No. 6,6,1,Pioneer Metropolitan District No. 6,"450 East 17th Avenue, Suite 400","c/o McGeady Sisneros, P.C.",Denver,CO,80203-1214,,
65653,Weld Tax Districts 4-28-2015,Pioneer Regional Metropolitan District,6,1,Pioneer Regional Metropolitan District,"141 Union Boulevard, Suite 150",,Lakewood,CO,80228-1898,,
62048,Weld Tax Districts 4-28-2015,Platte Valley Conservation District,20,1,Platte Valley Conservation District,57 W Bromley Land,,Brighton,CO,80601,,Platte Valley Soil Conservation District
62049,Weld Tax Districts 4-28-2015,Platteville-Gilcrest Fire Protection District,8,1,Platteville-Gilcrest F.P.D.,PO Box 407,,Platteville,CO,80651-0407,www.pgfpd.org,Platteville Fire Protection District
62101,Weld Tax Districts 4-28-2015,Poudre Tech Metropolitan District,6,1,Poudre Tech Metropolitan District,8390 E Crescent Parkway Suite 550,c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80122,,
66495,Weld Tax Districts 4-28-2015,RainDance Metropolitan District No. 1,6,1,RainDance Metropolitan District No. 1,8390 E Crescent Parkway Suite 500,c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
66496,Weld Tax Districts 4-28-2015,RainDance Metropolitan District No. 2,6,1,RainDance Metropolitan District No. 2,"8390 E Crescent Parkway, Suite 500",c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
65524,Weld Tax Districts 4-28-2015,Resource Colorado Water and Sanitation Metropolitan District,6,1,Resource Colo. Water & San. Metro. Dist.,"141 Union Boulevard, Suite 150",,Lakewood,CO,80228-1898,,
65253,Weld Tax Districts 4-28-2015,Ridge Lands Metropolitan District,6,1,Ridge Lands Metropolitan District,"8390 East Crescent Parkway, Suite 500",,Greenwood Village,CO,80111,,
65190,Weld Tax Districts 4-28-2015,Saddler Ridge Metropolitan District,6,1,Saddler Ridge Metropolitan District,1627 E 18th St,c/o Pinnacle Consutling Group,Loveland,CO,80538,,
65414,Weld Tax Districts 4-28-2015,Sand Hills Metropolitan District,6,1,Sand Hills Metropolitan District,7995 E Prentice Ave Ste 103E,c/o Community Resource Services,Greenwood Village,CO,80111,,Altamira Metropolitan District No. 6
66497,Weld Tax Districts 4-28-2015,RainDance Metropolitan District No. 3,6,1,RainDance Metropolitan District No. 3,8390 E Crescent Parkway Suite 500,c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
66498,Weld Tax Districts 4-28-2015,RainDance Metropolitan District No. 4,6,1,RainDance Metropolitan District No. 4,"8390 E Crescent Parkway, Suite 500",c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
62119,Weld Tax Districts 4-28-2015,Silver Peaks Metropolitan District No. 2,6,1,Silver Peaks Metropolitan District No. 2,1700 Lincoln St Ste 2000,c/o Spencer Fane,Denver,CO,80203,,
62120,Weld Tax Districts 4-28-2015,Silver Peaks Metropolitan District No. 3,6,1,Silver Peaks Metropolitan District No. 3,1700 Lincoln St Ste 2000,c/o Spencer Fane LLP,Denver,CO,80203,,
62121,Weld Tax Districts 4-28-2015,Silver Peaks Metropolitan District No. 4,6,1,Silver Peaks Metropolitan District No. 4,1700 Lincoln St Ste 2000,c/o Spencer Fane LLP,Denver,CO,80203,,
62122,Weld Tax Districts 4-28-2015,Silver Peaks Metropolitan District No. 5,6,1,Silver Peaks Metropolitan District No. 5,7995 E Prentice Ave Ste 103E,c/o Community Resource Services,Greenwood Village,CO,80111,,
65330,Weld Tax Districts 4-28-2015,SMPG Metropolitan District No. 1,6,1,SMPG Metropolitan District No. 1,"4725 S. Monaco St., Ste. 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
65331,Weld Tax Districts 4-28-2015,SMPG Metropolitan District No. 2,6,1,SMPG Metropolitan District No. 2,"4725 S. Monaco St., Ste. 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
65332,Weld Tax Districts 4-28-2015,SMPG Metropolitan District No. 3,6,1,SMPG Metropolitan District No. 3,"4725 S. Monaco St., Ste. 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
65333,Weld Tax Districts 4-28-2015,SMPG Metropolitan District No. 4,6,1,SMPG Metropolitan District No. 4,"4725 S. Monaco St., Ste. 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
65334,Weld Tax Districts 4-28-2015,SMPG Metropolitan District No. 5,6,1,SMPG Metropolitan District No. 5,"4725 S. Monaco St., Ste. 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
65335,Weld Tax Districts 4-28-2015,SMPG Metropolitan District No. 6,6,1,SMPG Metropolitan District No. 6,"4725 S. Monaco St., Ste 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
01038,Hybrid Adams 6-25-15 Weld 4-28-15,South Beebe Draw Metropolitan District,6,1,South Beebe Draw Metropolitan District,"7995 East Prentice Avenue, Suite 103E",c/o Community Resource Services,Greenwood Village,CO,80111-2710,,Bromley Park Metropolitan District No. 1
62112,Weld Tax Districts 4-28-2015,South Weld Metropolitan District,6,1,South Weld Metropolitan District,"1700 Lincoln Street, Suite 2000",c/o Spencer Fane LLP,Denver,CO,80203,,
64127,Hybrid Weld 4-28-15 Adams 6-25-15,Southeast Weld Fire Protection District,8,1,Southeast Weld Fire Protection District,PO Box 1,,Keenesburg,CO,80643,www.seweldfire.org,
65843,Weld Tax Districts 4-28-2015,St. Vrain Lakes Metropolitan District No. 1,6,1,St. Vrain Lakes Metro. District #1,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
65845,Weld Tax Districts 4-28-2015,St. Vrain Lakes Metropolitan District No. 3,6,1,St. Vrain Lakes Metro. District #3,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
65846,Weld Tax Districts 4-28-2015,St. Vrain Lakes Metropolitan District No. 4,6,1,St. Vrain Lakes Metro. District #4,"2154 E. Commons Ave., Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122,,
62080,Weld Tax Districts 4-28-2015,St. Vrain Sanitation District,10,1,St. Vrain Sanitation District,11307 Business Park Circle,,Firestone,CO,80504,www.stsan.com,
66112,Weld Tax Districts 4-28-2015,Stonebraker Metropolitan District,6,1,Stonebraker Metropolitan District,"7995 E Prentice Ave, Suite 103E",,Greenwood Village,CO,80111,,
65241,Weld Tax Districts 4-28-2015,Stoneridge Metropolitan District,6,1,Stoneridge Metropolitan District,"7995 E. Prentice Avenue, Suite 103e","c/o Community Resource Services of Colorado, LLC",Greenwood Village,CO,80111,,
66416,Weld Tax Districts 4-28-2015,Summerfield Metropolitan District No. 1,6,1,Summerfield Metropolitan District No. 1,"2154 East Commons Avenue, Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122-1880,,
66417,Weld Tax Districts 4-28-2015,Summerfield Metropolitan District No. 2,6,1,Summerfield Metropolitan District No. 2,"2154 East Commons Avenue, Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122-1880,,
66418,Weld Tax Districts 4-28-2015,Summerfield Metropolitan District No. 3,6,1,Summerfield Metropolitan District No. 3,"2154 East Commons Avenue, Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122-1880,,
66046,Weld Tax Districts 4-28-2015,Sunset Parks Metropolitan District,6,1,Sunset Parks Metropolitan District,"1641 California Street, Suite 300",c/o Miller & Associates,Denver,CO,80202,,
65853,Weld Tax Districts 4-28-2015,Southwestern Weld County Law Enforcement Authority,24,1,SW Weld County Law Enforcement Authority,1150 O St,,Greeley,CO,80631,,
65044,Extracted from Broomfield Parcels 04-29-2015,Red Leaf Metropolitan District No. 2,6,1,Red Leaf Metropolitan District No. 2,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
65034,Weld Tax Districts 4-28-2015,Sweetgrass Metropolitan District No. 1,6,1,Sweetgrass Metropolitan District No. 1,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
65840,Extracted from Broomfield Parcels 04-29-2015,Palisade Park North Metropolitan District No. 1,6,1,Palisade Park North Metro. Dist. No. 1,"450 East 17th Avenue, Suite 400","c/o McGeady Sisneros, P.C.",Denver,CO,80203-1214,,Seven25 Metropolitan District
65240,Extracted from Broomfield Parcels 04-29-2015,Spruce Meadows Metropolitan District,6,1,Spruce Meadows Metropolitan District,8700 Turnpike Dr Ste 230,,Westminster,CO,80031,,
65035,Weld Tax Districts 4-28-2015,Sweetgrass Metropolitan District No. 2,6,1,Sweetgrass Metropolitan District No. 2,"2154 E. Common Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
65036,Weld Tax Districts 4-28-2015,Sweetgrass Metropolitan District No. 3,6,1,Sweetgrass Metropolitan District No. 3,"2154 E. Commons Ave., Suite 2000",c/o White Bear Ankele Tanaka & Waldron,Centennial,CO,80122,,
66519,Weld Tax Districts 4-28-2015,Tacincala Metropolitan District No. 1,6,1,Tacincala Metropolitan District No. 1,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122-1880,,
66520,Weld Tax Districts 4-28-2015,Tacincala Metropolitan District No. 2,6,1,Tacincala Metropolitan District No. 2,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122-1880,,
66521,Weld Tax Districts 4-28-2015,Tacincala Metropolitan District No. 3,6,1,Tacincala Metropolitan District No. 3,"2154 East Commons Avenue, Suite 2000","c/o White Bear Ankele Tanaka & Waldron, P.C.",Centennial,CO,80122-1880,,
62123,Weld Tax Districts 4-28-2015,Vista Ridge Metropolitan District,6,1,Vista Ridge Metropolitan District,"141 Union Boulevard, Suite 150",c/o Special District Management,Lakewood,CO,80228-1898,,
65121,Extracted from Broomfield Parcels 04-29-2015,BBC Metropolitan District,6,1,BBC Metropolitan District,"141 Union Boulevard, Suite 150","c/o Special District Management Services, Inc.",Lakewood,CO,80228-1898,,BBC/Overlook Metropolitan District
62102,Weld Tax Districts 4-28-2015,Water Valley Metropolitan District No. 1,6,1,Water Valley Metropolitan District No. 1,8390 E Crescent Parkway Suite 500,c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
65944,Weld Tax Districts 4-28-2015,Waterfront at Foster Lake Metropolitan District No. 1,6,1,Waterfront at Foster Lake Metro Dist #1,"1700 Lincoln Street, Ste 2000",c/o Spencer Fane LLP,Denver,CO,80203,,
66088,Extracted from Broomfield Parcels 04-29-2015,Great Western Park Metropolitan District No. 1,6,1,Great Western Park Metropolitan Dist. #1,"141 Union Boulevard, Suite 150",c/o Special District Management,Lakewood,CO,80228-1898,,
59042,LRE Downloaded 06-08-6015,Alpensee Water District,11,1,Alpensee Water District,PO Box 2204,,Frisco,CO,80443,alpenseewater.ipage.com,
62103,Weld Tax Districts 4-28-2015,Water Valley Metropolitan District No. 2,6,1,Water Valley Metropolitan District No. 2,8390 E Crescent Parkway Suite 500,c/o CliftonLarsonAllen LLP,Greenwood Village,CO,80111,,
65275,Downloaded from El Paso County Assessor 05-01-2015,Barnes & Powers South Business Improvement District,57,1,Barnes & Powers South B.I.D.,"8390 E. Crescent Parkway, Suite 500",,Greenwood Village,CO,80111-2814,,
65945,Weld Tax Districts 4-28-2015,Waterfront at Foster Lake Metropolitan District No. 2,6,1,Waterfront at Foster Lake Metro Dist #2,"1700 Lincoln Street, Ste 2000",c/o Spencer Fane LLP,Denver,CO,80203,,
65946,Weld Tax Districts 4-28-2015,Waterfront at Foster Lake Metropolitan District No. 3,6,1,Waterfront at Foster Lake Metro Dist #3,"1700 Lincoln Street, Suite 2000",c/o Spencer Fane LLP,Denver,CO,80203,,
62058,Weld Tax Districts 4-28-2015,West Greeley Conservation District,20,1,West Greeley Conservation District,4302 West 9th Street Road,,Greeley,CO,80634,,West Greeley Soil Conservation District
62059,Weld Tax Districts 4-28-2015,Western Hills Fire Protection District,8,1,Western Hills Fire Protection District,"919 7th Street, Suite 103",c/o Greeley Fire Department,Greeley,CO,80631-4255,,
66513,Weld Tax Districts 4-28-2015,Westridge Metropolitan District No. 1,6,1,Westridge Metropolitan District No. 1,1627 E 18th St,"c/o Pinnacle Consulting Group, Inc.",Loveland,CO,80538,,
66514,Weld Tax Districts 4-28-2015,Westridge Metropolitan District No. 2,6,1,Westridge Metropolitan District No. 2,1627 E 18th St,"c/o Pinnacle Consulting Group, Inc.",Loveland,CO,80538,,
66515,Weld Tax Districts 4-28-2015,Westridge Metropolitan District No. 3,6,1,Westridge Metropolitan District No. 3,1627 E 18th St,"c/o Pinnacle Consulting Group, Inc.",Loveland,CO,80538,,
66516,Weld Tax Districts 4-28-2015,Westridge Metropolitan District No. 4,6,1,Westridge Metropolitan District No. 4,1627 E 18th St,"c/o Pinnacle Consulting Group, Inc.",Loveland,CO,80538,,
66517,Weld Tax Districts 4-28-2015,Westridge Metropolitan District No. 5,6,1,Westridge Metropolitan District No. 5,1627 E 18th St,"c/o Pinnacle Consulting Group, Inc.",Loveland,CO,80538,,
65542,Weld Tax Districts 4-28-2015,Wildflower Metropolitan District No. 1,6,1,Wildflower Metropolitan District No. 1,200 W Hampden Ave Ste 201,c/o Vintage Homes and Land,Englewood,CO,80110-2407,,
65978,LRE Downloaded 06-08-6015,"Prairie View Ranch Water District, LLC",11,1,"Prairie View Ranch Water District, LLC","1001 \""O\"" Street",,Greeley,CO,80631,,
03110,LRE Downloaded 06-08-6015,Rangeview Metropolitan District,6,1,Rangeview Metropolitan District,"141 Union Boulevard, Suite 150",,Lakewood,CO,80228-1898,,Lowry Range Metropolitan District
64022,LRE Downloaded 06-08-6015,Bijou Irrigation District,22,1,Bijou Irrigation District,PO Box 972,,Fort Morgan,CO,80701,,
64186,LRE Downloaded 06-08-6015,Riverside Irrigation District,22,1,Riverside Irrigation District,221 East Kiowa Avenue,,Ft. Morgan,CO,80701,,
62024,LRE Downloaded 06-08-6015,Henrylyn Irrigation District,22,1,Henrylyn Irrigation District,PO Box 85,,Hudson,CO,80642,,
65543,Weld Tax Districts 4-28-2015,Wildflower Metropolitan District No. 2,6,1,Wildflower Metropolitan District No. 2,200 W Hampden Ave Ste 201,c/o Vintage Homes and Land LLC,Englewood,CO,80110-2407,,
65616,Weld Tax Districts 4-28-2015,Windshire Park Metropolitan District No. 1,6,1,Windshire Park Metropolitan District #1,1555 Millfleet Drive,,Windsor,CO,80550,www.windshireparkmetrodistrict.com,
65544,Weld Tax Districts 4-28-2015,Wildflower Metropolitan District No. 3,6,1,Wildflower Metropolitan District No. 3,200 W Hampden Ave Ste 201,c/o Vintage Homes and Land LLC,Englewood,CO,80110-2407,,
65617,Weld Tax Districts 4-28-2015,Windshire Park Metropolitan District No. 2,6,1,Windshire Park Metropolitan District #2,1555 Millfleet Drive,,Windsor,CO,80550,www.windshireparkmetrodistrict.com,
62124,Weld Tax Districts 4-28-2015,Winter Farm Metropolitan District No. 1,6,1,Winter Farm Metropolitan District No. 1,333 W Drake Rd Ste 142,,Fort Collins,CO,80526,,
62125,Weld Tax Districts 4-28-2015,Winter Farm Metropolitan District No. 2,6,1,Winter Farm Metropolitan District No. 2,333 W Drake Rd,Ste 142,Fort Collins,CO,80526,,
62126,Weld Tax Districts 4-28-2015,Winter Farm Metropolitan District No. 3,6,1,Winter Farm Metropolitan District No. 3,"4725 South Monaco Street, Suite 225","c/o Icenogle Seaver Pogue, P.C.",Denver,CO,80237,,
65276,Downloaded from El Paso County Assessor 05-01-2015,First & Main North Business Improvement District,57,1,First & Main North B.I.D.,"8390 E. Crescent Parkway, Suite 500",,Greenwood Village,CO,80111-2814,,
38012,LRE Downloaded 06-08-6015,North Sterling Irrigation District,22,1,North Sterling Irrigation District,PO Box 103,112 North 8th Avenue,Sterling,CO,80751,,
